id,price,bedrooms,bathrooms,sqft.living
1059,285000,4,2,2120
1060,270000,3,1,1480
1064,662500,3,2,2070
1068,7.00E+05,4,1,1980
1071,832600,4,1,1640
1074,350000,4,2.25,1780
1078,532000,3,1,1820
1082,440000,4,2.75,2420
1093,579000,3,2.5,3160
1098,195000,4,1.75,1320
1101,465000,3,1,1150
1104,235000,3,1,1460
1105,3.00E+05,3,1.75,1280
1107,358800,4,2.5,2155
1110,678500,4,3,2620
1111,550000,3,2.5,2720
1112,608000,3,2,2400
1113,7.00E+05,3,2.5,2530
1115,649950,3,2.5,3310
1116,513000,3,2.5,2150
1123,650000,4,1.75,1900
1124,870000,4,1.75,2780
1126,999999,3,2.5,2100
1127,990400,3,2.5,2100
1128,1700000,4,3.5,3830
1131,1050000,4,4,4550
1133,7.00E+05,3,1.5,1460
1139,435000,3,1.5,1180
1147,470000,4,1.75,1650
1152,348000,2,2.5,1270
1156,302000,2,1.75,1170
1158,250000,3,2,1680
1159,282950,3,1,1250
1161,334950,4,2.5,2230
1162,332500,4,2.5,2220
1164,325000,3,2.5,1580
1167,1208000,4,3.75,3250
1168,487000,2,1,1440
1169,422500,2,1,800
1171,515000,5,2.5,1690
1177,554000,3,2,1760
1178,763000,4,1.75,1850
1180,628000,5,2.75,2600
1185,8.00E+05,2,1,1570
1186,577500,2,2.5,2330
1188,365000,2,1.5,820
1189,378000,2,1.5,980
1193,546000,4,2.5,2100
1210,517500,3,1.5,1430
1212,830200,3,2.5,2680
1216,872500,4,2,1990
1218,460000,2,1,1020
1221,342000,3,2.5,2430
1222,570000,4,3.5,3990
1225,6.00E+05,3,2.75,3580
1228,527200,3,1.75,1460
1230,335000,3,2,1340
1234,462500,6,3,2390
1236,338900,3,1.75,1180
1237,256000,3,1,950
1240,315000,3,1,1900
1249,750000,3,2.5,2350
1250,450000,3,2.5,2880
1251,370000,2,1,2360
1253,327000,4,2.25,1620
1254,569950,4,3.5,2700
1256,260000,3,1,1300
1260,410000,5,2.5,2670
1262,2125000,3,2.5,5403
1282,829000,4,2.75,2970
1284,1565000,4,3.5,5370
1285,621500,3,1.75,2570
1288,850000,3,2.25,3000
1293,1063000,5,4.5,4820
1294,835000,4,2,3390
1297,1070000,3,3.25,3730
1298,1150000,4,3.5,3760
1303,720000,3,2,1590
1307,587750,2,1,890
1313,625000,3,2.25,2570
1314,450000,3,2,1540
1316,275000,5,2.5,2570
1318,397950,4,1.75,2360
1322,532500,4,2,2220
1326,699000,3,3.5,3200
1333,750000,5,2.5,3240
1334,915000,3,2.75,2800
1336,1398000,3,2.5,2910
1349,679950,4,2.5,2850
1352,317500,4,2.5,2233
1353,250000,3,2.5,1750
1354,255000,4,2.5,1660
1363,770000,4,3,2800
1366,1348000,4,3.5,4640
1368,548000,4,1.75,1690
1372,445000,3,2,1540
1374,499950,4,2.25,2160
1377,724500,3,3.25,3240
1378,247500,3,1,1660
1380,719521,4,1.75,1920
1382,610000,3,1.75,1110
1383,512500,3,1.75,1610
1385,620000,4,2,1770
1386,1780000,4,3.25,3950
1387,650000,3,1,1520
1391,1030000,4,2.5,2620
1393,780000,4,2.5,3020
1397,183750,3,2.5,1770
1400,260000,3,2.5,1770
1402,685000,3,1.5,2230
1406,350000,3,2.5,2730
1408,380000,4,2.5,2420
1409,435000,4,2.5,3100
1410,798500,3,3,1950
1416,770000,4,1.75,2520
1417,825000,3,1.75,1930
1423,593450,4,2.25,2130
1427,670000,3,2,2570
1428,453000,3,1.75,1600
1429,545000,4,2.25,1890
1433,678000,3,1.75,1670
1449,999950,3,2.25,3740
1454,395000,3,1,950
1456,320000,3,2.25,1650
1457,380000,4,2.5,2320
1460,366000,4,2.75,2170
1463,361500,4,2.75,2190
1464,319950,3,2.5,1700
1466,335000,3,2.5,1740
1468,680000,4,2.75,2720
1473,1387000,4,4.5,4490
1478,515000,3,2.75,1710
1480,1750000,6,4.25,5860
1482,1881580,5,3.5,4410
1489,329000,2,1,990
1491,550000,6,4.5,4520
1492,235000,3,1,1430
1494,408000,3,1.75,1600
1500,1005000,3,2.5,2570
1502,519000,3,1.75,1560
1505,135000,4,1,1460
1507,210000,3,1,880
1508,330000,3,1.75,1250
1512,285000,3,1.5,1490
1513,369950,3,2.5,1930
1516,126500,3,1,1130
1519,329950,4,1,2050
1527,465000,3,2,1840
1528,1247000,1,1.25,1810
1532,650000,3,2.25,2180
1534,325000,3,2,1750
1536,431000,3,1,1810
1537,335000,3,1,1020
1538,410000,4,1.75,2320
1541,515000,5,3,2530
1544,475000,3,2.25,1580
1545,460000,3,1.75,1970
1552,342000,4,2.25,1964
1553,347500,4,2.5,2156
1555,330000,2,1,790
1556,1250000,4,2.25,3300
1557,291970,1,1,680
1561,269000,3,2.25,1420
1562,250000,3,2.5,1730
1568,295000,3,2,1230
1573,870000,5,3.5,4495
1583,295000,3,1.5,1670
1588,406000,3,1.75,1270
1593,320000,3,1.75,1790
1596,334200,3,1.75,1410
1598,472500,4,1.75,1440
1600,415000,3,1.75,1480
1605,285950,2,1,1170
1606,157000,3,1,1080
1608,220000,2,1,840
1615,270950,2,1,780
1616,261000,2,1,970
1618,209950,2,1,1050
1619,339950,3,1.75,1330
1620,350000,2,2.75,2820
1622,369900,3,1.75,2150
1627,292000,3,1,1730
1628,235000,3,1,1310
1632,203000,3,1.5,1200
1633,275000,3,1.75,1890
1635,275000,3,2.5,2710
1637,315000,5,3,2110
1638,245000,3,1.75,2350
1640,435000,4,2.5,2650
1641,454000,4,2.5,3040
1642,468000,4,2.5,3040
1644,389000,4,2.25,2130
1647,414000,4,2.5,2120
1648,453250,4,2.5,2260
1651,563000,6,1,1730
1653,550000,3,1,1520
1665,658000,3,1.5,1660
1667,716000,3,1.5,1140
1669,660000,3,2,1140
1673,1065000,3,2.5,2130
1674,935000,3,2,1720
1676,915000,3,2.25,2390
1679,460000,3,1,1130
1691,685000,3,2.5,3290
1694,777700,3,2.5,2260
1695,1350000,3,2.5,2753
1696,645000,3,2.5,2120
1697,485000,3,2,2410
1699,292500,2,1,880
1701,579000,3,2.75,2660
1702,365000,4,2.5,1620
1703,1350000,4,4.75,5230
1705,350000,3,1.5,1250
1709,833450,5,4,4460
1718,2200000,5,4,5840
1720,1450000,4,3.5,3720
1724,570000,4,2,2000
1734,850000,5,2.25,3100
1737,785000,3,2.75,2990
1740,557510,4,2,1580
1746,483000,3,2.25,2100
1750,330000,3,2,1400
1753,319000,2,1.5,1090
1755,318000,3,1.5,1240
1756,348000,3,2.5,1490
1758,2.00E+05,4,1.5,1780
1759,267000,3,2.5,1690
1760,335000,4,1.5,3160
1763,365000,4,2.5,1904
1765,208500,2,1,880
1766,320900,5,2.5,2200
1768,6.00E+05,4,2.75,3110
1773,2408000,5,2.5,4600
1774,847000,6,2.5,3010
1778,285000,3,1.5,1400
1779,482000,4,2.25,2240
1781,765000,3,1,1270
1782,2225000,4,4.25,4700
1784,1364000,4,2.5,3560
1789,8.00E+05,6,1,1430
1801,1.00E+06,4,3.5,3180
1802,2225000,3,3,3450
1803,1465000,3,1.5,2480
1804,1300000,3,1,2040
1805,1326000,3,2.25,2960
1807,1430000,3,2.75,2710
1808,316000,3,2.5,1490
1812,330000,2,2.5,1310
1813,350000,3,2.5,1630
1817,812000,4,2,2380
1819,652000,3,1,1470
1821,655000,3,1.75,1800
1822,719000,3,1.75,1800
1834,395000,2,1,700
1836,645000,3,2.25,1640
1839,219950,3,1,1200
1846,252000,1,1,680
1848,243950,2,1,1120
1859,260000,2,1,1550
1861,525000,3,1,1560
1863,515000,3,1.5,2200
1868,670000,3,1.75,1850
1870,614000,4,2.75,2760
1871,168500,2,1,1020
1880,455950,4,2.5,2720
1884,890000,4,2,1480
1888,607000,4,2,1490
1890,512000,2,2,1270
1899,750000,3,2.5,2400
1901,920000,4,2.5,3540
1902,713000,4,3.25,2840
1903,750000,5,3.75,3500
1904,820000,3,2.5,3030
1905,568000,3,1.75,1760
1906,590000,3,1,1610
1908,890000,2,1.75,3050
1914,465000,4,2.5,2090
1915,466000,3,2.25,1880
1916,525000,4,2,2260
1917,509007,3,1.75,1800
1920,440000,3,1.75,1570
1922,284950,4,1.5,2000
1926,199000,4,1,1280
1927,246500,3,1.5,1170
1932,324950,3,2,1340
1934,265000,2,1,910
1936,530000,3,1,1500
1938,598000,4,2.5,2420
1942,588000,4,1.75,2170
1944,575000,4,1.75,1630
1947,407000,2,2.5,1340
1951,507250,3,1.75,1400
1955,866500,4,3.5,3080
1958,400800,4,1,1070
1963,643950,3,2.25,1760
1964,550000,2,1.5,900
1968,390000,3,2.5,1310
1969,370000,3,2.5,1070
1971,393500,3,1.75,1230
1972,401750,2,1.5,1070
1975,574000,2,2.25,1100
1976,548000,5,1.5,1700
1980,7.00E+05,4,2,1930
1981,655000,2,2.25,1460
1986,390000,3,2.25,1490
1988,225000,3,2.5,2170
1996,290000,4,2.5,2050
1997,315001,3,1.75,1500
2000,256500,5,2.5,1960
2003,279950,3,1.75,1660
2005,345000,3,1.75,1860
2007,279000,4,2.25,2090
2010,217000,2,1,770
2011,290000,4,2,1560
2019,752000,6,3.75,3810
2020,760000,6,3.75,3810
2023,401000,3,2,1270
2026,380500,3,2,1270
2033,344000,3,2.25,1250
2036,399995,3,1.5,1140
2037,436000,3,2.25,1480
2038,345000,3,2.5,1380
2043,272450,3,1,1350
2053,410000,2,1,2020
2055,350000,2,1,840
2056,652600,4,2.5,2220
2059,224000,4,3,2300
2060,217000,3,2.5,1340
2061,7.00E+05,4,1,1300
2063,550500,2,1.5,930
2067,175000,1,1,620
2072,207000,3,1.75,1180
2076,390000,2,1,670
2077,252000,3,1,1530
2078,210000,3,1.5,1160
2081,390000,3,2.5,1910
2084,380000,4,2.5,2100
2092,665000,3,2,1740
2096,9.00E+05,3,2.5,1920
2100,665000,3,1.75,2700
2106,526000,3,1.75,1780
2107,562000,3,2,3250
2108,1175000,4,2.5,4700
2114,1305000,4,3.5,3440
2122,830000,5,3.5,3490
2125,765000,3,3,3270
2127,762500,4,2.25,3130
2134,682000,4,2.5,3600
2136,413100,3,2.25,1790
2139,539000,3,2,1800
2140,630000,3,2.5,2460
2142,402000,3,1.5,1320
2145,675000,4,1.75,2440
2146,639500,3,1.75,2010
2151,661000,4,1.75,1670
2151,697000,4,1.75,1670
2152,660000,3,3.5,2740
2153,495000,3,2.5,1860
2154,540000,4,2.5,2050
2157,359950,5,2.75,2844
2158,299999,4,2.5,1981
2171,325000,3,2,1260
2174,435000,4,2,1650
2175,505000,3,2,1260
2177,1824100,3,2.25,3330
2178,465000,3,1.5,1280
2180,240000,3,1,1550
2182,240000,3,1,1030
2185,359900,5,2.75,2790
2186,455000,2,1,980
2191,475000,3,2.5,1640
2197,978500,3,2.25,2060
2198,1999000,4,3.25,3910
2204,2795000,5,3.25,4590
2209,399000,3,1.75,1780
2212,435000,4,2.25,2210
2215,365000,3,1,1120
2216,348125,3,1,1400
2222,320000,3,1.5,1400
2223,449900,3,1.75,1760
2226,450000,5,2.5,2510
2227,325000,3,1.75,1840
2228,405000,3,2.5,2460
2232,385000,4,2,1850
2235,375000,5,2.5,2100
2246,379500,4,2.5,2560
2249,415000,4,2.5,2544
2251,442515,4,2.5,2930
2263,678700,3,1.75,1970
2267,305000,3,1,1120
2268,530000,4,2.5,2320
2273,525000,3,2.5,2320
2274,627250,4,2.5,2830
2276,925000,4,2.25,2590
2278,402000,2,1,1210
2282,310000,4,2.75,1950
2283,776000,2,2,1990
2288,185000,3,1,1010
2290,160000,3,1.5,960
2295,291000,3,2.25,1480
2298,325000,5,2.75,2400
2299,345000,3,2.5,2340
2303,712500,4,2.75,2420
2308,518000,3,1,1270
2309,802500,4,2.25,1950
2310,951000,3,2.25,3400
2316,320000,3,1.75,1960
2317,252500,2,1.5,1110
2321,349500,3,1,1400
2322,227064,3,1.5,1570
2323,425000,3,1.5,1660
2326,370000,4,2,1950
2327,420000,3,1.5,2390
2328,715000,3,2.25,1990
2329,420000,2,1,1000
2330,740000,5,3.5,3990
2332,429900,4,3.25,2880
2334,399900,3,1.75,1260
2335,410000,3,1.75,1440
2336,405000,3,1.75,1260
2337,425000,2,1,1300
2341,420000,3,1.5,1540
2343,9.00E+05,6,3.75,4210
2349,524000,3,1.5,1310
2352,250000,3,2.25,1900
2353,270000,3,2.25,2140
2358,537000,3,2,1550
2359,1925000,4,3.75,3600
2362,3400000,4,4,4260
2363,3.00E+06,5,3.75,4590
2364,1810000,3,3.5,3780
2366,2300000,4,2.5,3370
2367,2250000,3,2.5,3420
2369,1475000,3,2.75,3910
2370,1568000,3,2.75,2340
2373,1225000,3,2.25,2980
2374,1400000,3,3.25,3020
2380,875000,5,3.25,4230
2384,485000,3,1.75,1790
2392,380000,3,1.75,1560
2395,157500,3,1,1100
2396,360000,4,2.5,1840
2398,284200,3,1.75,1540
2400,518000,4,2.5,2790
2406,1250000,3,2.5,2710
2408,7.00E+05,4,2.5,2770
2409,753000,3,2.5,3070
2410,1250000,4,3,3310
2411,825000,3,2.25,2980
2413,455000,2,1,1330
2414,1600000,4,5.5,6530
2419,865000,3,2.25,2670
2423,1200000,4,3.5,3930
2425,760500,4,2.25,2310
2426,1268890,5,3.25,4410
2429,410000,3,1,1330
2430,362000,4,2.5,2360
2432,614905,3,2.5,2410
2437,325000,4,1.75,1670
2438,625000,2,1.5,1110
2441,455000,4,1.75,1790
2442,818000,4,2.5,4020
2444,369900,4,2.5,2820
2455,255000,3,2,1290
2466,399950,3,2.5,1510
2467,344950,3,1,1090
2470,399000,3,1,1340
2471,335000,3,1,990
2473,759950,4,3.5,2100
2476,325000,2,1.5,1180
2482,310000,3,2.75,2090
2484,219950,3,1,1300
2488,717000,4,2.5,2780
2490,640000,3,2.5,2420
2495,275000,3,2.5,1710
2498,846450,4,2.5,3710
2501,437000,3,2.5,1750
2504,855169,4,2.5,2970
2508,370000,4,3,2490
2510,650000,4,2.5,2240
2523,401000,4,1.75,3010
2525,453000,3,1.75,1550
2527,251000,3,1.5,1590
2529,226800,2,1,1240
2537,530000,5,2,1810
2542,638000,4,1.75,1470
2543,705000,3,2.5,1580
2544,609500,3,1.75,1590
2545,599950,3,2.5,1510
2546,598950,3,2.5,1480
2549,2945000,5,4.5,4340
2557,180000,2,1,890
2561,229950,2,1,850
2564,225000,2,1,1070
2567,625000,5,3.5,4010
2573,450000,3,2,1680
2575,1.00E+06,3,3,2880
2578,563250,3,1.75,1370
2583,4.00E+05,2,2.5,1170
2585,420000,2,1.75,1200
2586,670000,4,2,2250
2594,708000,2,1,1120
2596,689800,2,1.75,1370
2598,740000,4,2.25,2230
2600,825000,5,1.75,2330
2604,490000,3,2.5,2410
2607,833000,4,2.5,2190
2610,455000,2,1.5,1090
2612,245000,4,2,1830
2615,295000,2,1,750
2620,340000,3,1,1840
2621,345000,3,1.75,1930
2624,420000,2,1,1460
2626,340000,4,1,1140
2627,371000,3,1.75,1570
2628,215000,1,1,970
2635,310597,4,1.75,2000
2639,353000,4,2.75,2200
2646,1125000,4,3.25,3890
2647,415000,4,2.5,2210
2649,450000,4,1.75,2190
2650,465000,5,1.75,2330
2652,388000,3,1.75,1760
2654,325000,2,1.75,1670
2655,480000,3,1.75,1960
2660,718000,3,1.75,4060
2665,959000,6,3.25,4440
2670,455000,2,2,1190
2672,436000,3,1.5,1500
2673,425000,4,1.75,2520
2675,529000,2,2,1540
2676,4.00E+05,4,2,1560
2680,415000,3,1,1360
2686,510000,3,1.75,1490
2697,537000,3,2.5,1400
2699,532000,3,1,1110
2703,557000,2,1.5,1450
2706,817250,3,2.5,2980
2711,909950,5,3.75,3050
2714,1378000,5,3.5,3680
2715,1454000,5,4,4070
2719,660000,3,2.25,1700
2720,570000,3,1.5,1300
2722,5.00E+05,3,1,940
2729,880000,4,2.5,3550
2731,539000,5,1,1700
2732,130000,3,1,1110
2734,580000,3,2.25,1580
2736,478000,3,2.25,1570
2739,1100000,4,3.75,2890
2740,895000,4,2.5,2850
2743,807500,4,2.5,3190
2744,870000,3,2,2320
2749,830000,2,1.5,2130
2751,880000,5,2.75,3020
2754,372000,3,1,2298
2755,885000,4,2.5,2620
2759,620000,3,2.25,1990
2764,550000,3,1,960
2766,670000,4,2.5,2110
2767,776500,4,1.5,2290
2776,615000,3,1,1120
2779,658000,3,1,1290
2780,630000,3,2,1470
2782,702000,3,2.5,2190
2783,555500,2,1,920
2790,1100000,4,2.5,2190
2792,725000,4,2.5,2700
2798,261500,3,1,1130
2800,365000,3,2.25,1110
2804,399950,3,2.5,1610
2806,390000,3,1,1240
2807,350000,3,1,1190
2810,360000,5,2,2120
2811,410000,4,2,1510
2812,474500,5,2.5,2000
2813,386500,4,1,1400
2816,1220000,3,3.25,3030
2818,934550,4,3.25,2320
2819,615000,3,1.75,1670
2823,610000,4,2.75,2640
2832,642450,3,1.75,1830
2837,265000,4,1.75,1860
2838,625000,3,2.5,2260
2839,635000,5,2.75,2620
2844,555000,3,1,1250
2846,595000,4,1.75,1880
2850,698000,2,1,1510
2851,826000,2,1,1060
2861,805500,3,1,1440
2862,720000,2,1,1370
2864,1850000,4,3.25,4160
2865,358000,3,1.5,1150
2869,227500,3,1,1150
2873,237200,3,1.5,1220
2875,735000,3,2.5,2540
2876,110000,2,1,828
2877,654500,4,1,1780
2879,365000,3,2.25,1310
2883,698000,3,1.5,1090
2884,1215000,4,2.25,2570
2890,441000,3,2.5,2740
2891,440000,3,2.5,2290
2892,455000,4,2.5,2710
2895,310000,4,2.25,1780
2902,327500,4,2.25,2240
2903,525000,4,1.75,1570
2907,290000,3,2.25,1880
2909,374900,5,2.75,2980
2910,247000,5,2,1590
2913,274000,5,1.75,1950
2914,250000,4,2.25,1730
2918,221000,3,1,1250
2925,162500,3,1.5,1390
2926,234950,4,2,1450
2929,260000,5,2.25,2320
2931,225000,3,1,1250
2938,499000,4,2.75,2250
2942,229999,3,1.75,1310
2943,367500,3,3.25,1400
2945,925500,3,2.75,1970
2947,243000,3,1,1480
2954,725000,4,2.5,3750
2955,449000,5,2.5,2570
2964,510000,4,3,3610
2966,265000,3,2.25,2540
2969,85000,2,1,910
2971,350000,3,1.75,1980
2972,315000,3,2,1220
2973,915000,4,4.5,5250
2975,585000,3,2.5,2330
2980,691100,3,2.75,2360
2983,2.00E+05,3,1,960
2985,350000,3,2.25,1580
2988,378000,3,1.5,1050
2991,415000,2,2.5,1160
2994,560000,3,1,1110
3003,1089000,5,3.25,5600
3004,752875,4,2.5,2800
3005,750000,2,2,2370
3006,524950,3,1.5,2700
3007,260000,3,1.75,2160
3008,350000,3,2.5,1640
3009,334000,3,2.25,1840
3011,454950,4,2.5,2413
3012,317500,6,1.75,2540
3014,347500,4,2.75,2290
3017,375000,3,2.5,2340
3019,323000,3,2,1830
3024,386000,4,2.25,2810
3027,390000,3,1.75,1320
3028,299000,2,1.75,1270
3030,346500,5,2.5,2020
3031,329950,3,1,1000
3032,315000,3,2.25,1530
3035,330490,3,2.75,1440
3038,386000,4,2.5,2478
3041,3.00E+05,4,2.5,2600
3044,339950,4,2.5,2260
3045,1900000,3,3.75,3150
3047,799990,3,2.5,2850
3048,550000,3,2.25,1850
3049,630000,4,2.5,2330
3052,864000,4,2.5,3720
3059,393000,4,2.5,2641
3062,340000,3,2.5,3040
3064,278000,2,2.25,1610
3065,293000,2,2.25,1610
3066,359000,3,2.25,1950
